f0,f1,f2,f3,f4,f5,f6,target
0.881244,0.212766,0.027861,0.193097,0.001784,0.278353,0.787719,0
0.46113,0.680851,0.031134,0.428593,0.002127,0.410927,0.183772,0
0.022388,0.765957,0.069143,0.343053,0.003467,0.422915,0.414912,1
0.872528,0.702128,0.027561,0.62407,0.001479,0.50492,0.718421,0
0.897969,0.787234,0.108803,0.742041,0.007144,0.559814,0.645175,1
0.447812,0.659574,0.041702,0.422642,0.002781,0.366649,0.637719,1
0.031061,0.085106,0.050829,0.103392,0.003467,0.422915,0.414912,0
0.01761,0.276596,0.084844,0.498661,0.003467,0.422915,0.414912,1
0.022079,0.0,0.045965,0.253794,0.003467,0.422915,0.414912,0
0.026371,0.042553,0.047526,0.139096,0.003467,0.422915,0.414912,0
0.469493,0.191489,0.033205,0.207676,0.002192,0.232781,0.658333,0
0.022079,0.893617,0.068302,0.272092,0.003467,0.422915,0.414912,1
0.000619,0.851064,0.122703,0.566498,0.003467,0.422915,0.414912,1
0.438034,0.829787,0.0783,0.478578,0.003467,0.422915,0.414912,1
0.425822,0.957447,0.077189,0.437667,0.003467,0.422915,0.414912,0
0.008805,0.042553,0.041642,0.467718,0.003467,0.422915,0.414912,0
0.899031,0.617021,0.095953,0.528563,0.00625,0.550233,0.46886,1
0.447812,0.829787,0.043983,0.626748,0.003022,0.412481,0.521491,1
0.898633,0.893617,0.064789,0.599673,0.004317,0.507768,0.386842,0
0.871687,0.531915,0.027771,0.36507,0.001683,0.223718,0.830263,0
0.456086,0.744681,0.038639,0.633442,0.002557,0.518384,0.454825,0
0.434007,0.638298,0.067551,0.288605,0.003467,0.422915,0.414912,1
0.460599,0.255319,0.028492,0.347813,0.001909,0.366908,0.719737,1
0.468785,0.085106,0.028131,0.093127,0.001853,0.218799,0.508772,0
0.018716,0.319149,0.046445,0.416394,0.003467,0.422915,0.414912,0
0.876643,0.276596,0.028792,0.479619,0.001892,0.588814,0.439035,1
0.026636,0.425532,0.079921,0.391401,0.003467,0.422915,0.414912,1
0.915756,0.723404,0.07893,0.482594,0.005347,0.460383,0.362281,1
0.437768,0.893617,0.05218,0.332342,0.003467,0.422915,0.414912,1
0.001062,0.382979,0.044134,0.626004,0.003467,0.422915,0.414912,0
0.026459,0.446809,0.083884,0.543142,0.003467,0.422915,0.414912,1
0.429671,0.319149,0.093071,0.556233,0.003467,0.422915,0.414912,1
0.02699,0.382979,0.090128,0.357929,0.003467,0.422915,0.414912,1
0.009115,0.808511,0.100667,0.699643,0.003467,0.422915,0.414912,1
0.88089,0.148936,0.028011,0.158137,0.001778,0.271621,0.839474,0
0.01407,0.170213,0.040591,0.135079,0.003467,0.422915,0.414912,0
0.473829,0.489362,0.030323,0.598334,0.001998,0.534438,0.577193,1
0.875846,0.680851,0.047736,0.618715,0.003243,0.65044,0.446491,1
0.008849,0.106383,0.041341,0.181494,0.003467,0.422915,0.414912,0
0.451661,0.212766,0.033265,0.290985,0.0015,0.295961,0.838158,0
0.425512,0.255319,0.073316,0.34335,0.003467,0.422915,0.414912,0
0.434494,0.723404,0.045334,0.451056,0.003467,0.422915,0.414912,0
0.885182,0.276596,0.194248,0.466082,0.012291,0.428276,0.496053,1
0.455511,0.617021,0.033025,0.390806,0.001818,0.328068,0.741667,0
0.031459,0.574468,0.060406,0.481256,0.003467,0.422915,0.414912,0
0.009778,0.489362,0.081692,0.544183,0.003467,0.422915,0.414912,1
0.894208,0.340426,0.079621,0.748289,0.005384,0.772398,0.418421,1
0.44706,0.12766,0.016933,0.303481,0.001188,0.326256,0.764912,0
0.027211,0.957447,0.080491,0.450164,0.003467,0.422915,0.414912,0
0.893854,0.340426,0.082953,0.680452,0.005598,0.687468,0.357456,1
0.464316,0.170213,0.022547,0.167361,0.001502,0.230192,0.652193,0
0.005442,0.106383,0.054612,0.184469,0.003467,0.422915,0.414912,0
0.474404,0.553191,0.056623,0.44213,0.00387,0.355515,0.445175,1
0.42914,0.021277,0.056593,0.290241,0.003467,0.422915,0.414912,0
0.443122,0.170213,0.036418,0.175245,0.002385,0.203004,0.707018,0
0.027123,0.829787,0.05215,0.403451,0.003467,0.422915,0.414912,0
0.442945,0.978723,0.062778,0.402112,0.004198,0.372087,0.433772,1
0.46113,0.638298,0.031134,0.424725,0.002119,0.416106,0.190789,0
0.465201,0.553191,0.066711,0.469354,0.004622,0.509581,0.161404,1
0.030707,0.914894,0.077489,0.293365,0.003467,0.422915,0.414912,1
0.880581,0.510638,0.125135,0.513835,0.008348,0.544795,0.560965,1
0.452237,0.042553,0.041041,0.338887,0.002842,0.396686,0.326754,1
0.455776,0.829787,0.097304,0.657096,0.006886,0.553858,0.133772,1
0.906863,0.659574,0.038489,0.354954,0.002516,0.193941,0.678509,0
0.027388,0.659574,0.116969,0.600863,0.003467,0.422915,0.414912,1
0.438388,0.404255,0.091419,0.551324,0.003467,0.422915,0.414912,1
0.473209,0.12766,0.028281,0.163344,0.001926,0.209995,0.558333,0
0.473519,0.468085,0.027471,0.563225,0.001822,0.525634,0.44386,0
0.890049,0.553191,0.340999,0.747248,0.023911,0.759969,0.305702,1
0.90788,0.191489,0.043293,0.196519,0.002856,0.219575,0.710526,1
0.88151,0.446809,0.027261,0.504165,0.001843,0.568358,0.351316,0
0.8985,0.276596,0.07902,0.529307,0.005222,0.479544,0.54693,0
0.017566,0.617021,0.068842,0.45537,0.003467,0.422915,0.414912,0
0.880846,0.0,0.029302,0.414014,0.001832,0.364578,0.790789,1
0.45998,0.276596,0.057944,0.465933,0.003911,0.400311,0.390351,0
0.438432,0.0,0.061727,0.433353,0.003467,0.422915,0.414912,1
0.013805,0.595745,0.133391,0.707825,0.003467,0.422915,0.414912,1
0.022875,0.957447,0.071694,0.411485,0.003467,0.422915,0.414912,1
0.469581,0.319149,0.045605,0.484528,0.00306,0.481616,0.396491,1
0.456705,0.276596,0.033716,0.539125,0.002283,0.453392,0.614912,1
0.004602,0.765957,0.121202,0.819101,0.003467,0.422915,0.414912,1
0.02668,0.659574,0.048487,0.234752,0.003467,0.422915,0.414912,0
0.876997,0.723404,0.035967,0.39393,0.002391,0.2913,0.534649,1
0.885271,0.234043,0.027171,0.255579,0.00178,0.259451,0.683333,0
0.868147,0.361702,0.029452,0.613508,0.001907,0.508286,0.617105,0
0.44237,0.787234,0.123964,0.555192,0.009906,0.544795,0.500526,1
0.473829,0.106383,0.025339,0.159923,0.001705,0.267996,0.771053,0
0.022123,0.851064,0.086406,0.369235,0.003467,0.422915,0.414912,1
0.031016,0.617021,0.059265,0.217048,0.003467,0.422915,0.414912,0
0.465333,0.489362,0.070343,0.533026,0.004809,0.548679,0.320175,1
0.031592,0.042553,0.055242,0.201874,0.003467,0.422915,0.414912,0
0.8812,0.042553,0.033445,0.37474,0.002106,0.438892,0.717982,1
0.018716,0.978723,0.075057,0.462809,0.003467,0.422915,0.414912,1
0.443078,0.680851,0.066591,0.5241,0.00451,0.555671,0.465351,1
0.456042,0.468085,0.051699,0.579143,0.003579,0.591144,0.310526,1
0.907216,0.893617,0.095082,0.37593,0.006259,0.484982,0.618421,1
0.030795,0.957447,0.098024,0.410741,0.003467,0.422915,0.414912,1
0.880581,0.978723,0.041762,0.413716,0.00274,0.388141,0.583333,1
0.464581,0.382979,0.127807,0.562779,0.008573,0.519938,0.554386,1
0.456528,0.085106,0.030563,0.283844,0.002059,0.407043,0.522368,0
0.425733,0.914894,0.076498,0.406129,0.003467,0.422915,0.414912,0
0.90288,0.06383,0.049388,0.214519,0.00328,0.372864,0.556579,0
0.452104,0.893617,0.033295,0.530646,0.00227,0.430347,0.383333,0
0.867661,0.765957,0.0662,0.400179,0.004408,0.615225,0.382895,1
0.474271,0.659574,0.030473,0.355549,0.002034,0.114448,0.834211,1
0.473563,0.553191,0.027951,0.293216,0.001882,0.184102,0.617105,1
0.429937,0.765957,0.074997,0.540613,0.003467,0.422915,0.414912,0
0.442945,0.446809,0.046205,0.413865,0.003056,0.230192,0.636404,0
0.438963,0.638298,0.057974,0.446742,0.003467,0.422915,0.414912,1
0.022964,0.340426,0.086736,0.337102,0.003467,0.422915,0.414912,1
0.43445,0.829787,0.045334,0.448825,0.003467,0.422915,0.414912,0
0.469271,0.978723,0.048157,0.439899,0.003174,0.359658,0.499123,1
0.000841,0.595745,0.083884,0.240405,0.003467,0.422915,0.414912,0
0.022742,0.085106,0.057644,0.171973,0.003467,0.422915,0.414912,0
0.031592,0.340426,0.077819,0.373698,0.003467,0.422915,0.414912,1
0.903456,0.87234,0.032815,0.370872,0.00216,0.296737,0.584211,0
0.867661,0.085106,0.030443,0.149212,0.001986,0.289228,0.814474,1
0.902703,0.531915,0.041792,0.499405,0.002794,0.536251,0.419737,0
0.438388,0.340426,0.056323,0.495537,0.003467,0.422915,0.414912,0
0.898544,0.723404,0.091089,0.579143,0.005557,0.399534,0.760526,1
0.465289,0.425532,0.073466,0.52053,0.00505,0.49275,0.289035,1
0.451175,0.553191,0.042843,0.593276,0.002858,0.576903,0.362281,0
0.46905,0.191489,0.028972,0.121392,0.001901,0.160021,0.638158,0
0.876156,0.829787,0.077879,0.501041,0.005301,0.583118,0.351754,1
0.008938,0.744681,0.179236,0.82892,0.003467,0.422915,0.414912,1
0.889961,0.531915,0.043743,0.469057,0.002275,0.352149,0.692544,0
0.876598,0.978723,0.027711,0.420857,0.001676,0.385552,0.760965,0
0.456661,0.468085,0.033085,0.554002,0.002246,0.563956,0.556579,0
0.004911,0.510638,0.077669,0.535406,0.003467,0.422915,0.414912,0
0.009911,0.638298,0.041281,0.467718,0.003467,0.422915,0.414912,0
0.031149,0.87234,0.057914,0.348706,0.003467,0.422915,0.414912,0
0.968895,0.0,0.085475,0.381583,0.005014,0.371569,0.615789,1
0.460688,0.191489,0.027021,0.17465,0.001818,0.203263,0.567105,0
0.876156,0.255319,0.080731,0.344094,0.005355,0.407302,0.505263,1
0.898721,0.702128,0.089198,0.625558,0.005798,0.562921,0.527632,1
0.434052,0.638298,0.054041,0.527968,0.003467,0.422915,0.414912,0
0.868015,0.276596,0.028101,0.18313,0.000831,0.133351,0.836404,0
0.906907,0.191489,0.022097,0.068432,0.001381,0.063956,0.693421,0
0.902615,0.276596,0.093971,0.468611,0.006271,0.432936,0.528509,1
0.867528,0.191489,0.036057,0.229545,0.001178,0.297773,0.775439,1
0.02699,0.765957,0.093671,0.33859,0.003467,0.422915,0.414912,1
0.433786,0.659574,0.049538,0.529753,0.003467,0.422915,0.414912,0
0.460643,0.744681,0.102018,0.616632,0.006813,0.510357,0.550439,1
0.474492,0.255319,0.029182,0.230289,0.002005,0.198343,0.463158,0
0.434096,0.978723,0.049658,0.420411,0.003467,0.422915,0.414912,0
0.455776,0.319149,0.05233,0.631955,0.003644,0.623511,0.457018,1
0.03137,0.468085,0.067371,0.572151,0.003467,0.422915,0.414912,1
0.455776,0.489362,0.175573,0.576614,0.012758,0.586225,0.103947,1
0.013008,0.234043,0.064519,0.282654,0.003467,0.422915,0.414912,1
0.01792,0.574468,0.06614,0.469949,0.003467,0.422915,0.414912,0
0.902792,0.595745,0.089918,0.504612,0.00586,0.54117,0.527193,1
0.889518,0.957447,0.029182,0.540464,0.001984,0.399793,0.490351,0
0.027432,0.297872,0.05215,0.458941,0.003467,0.422915,0.414912,0
0.474448,0.170213,0.035937,0.103243,0.002472,0.080787,0.402193,0
0.018406,0.744681,0.103399,0.487206,0.003467,0.422915,0.414912,1
0.014159,0.212766,0.061727,0.228801,0.003467,0.422915,0.414912,1
0.871554,0.978723,0.037619,0.463106,0.002489,0.407302,0.676754,0
0.87651,0.787234,0.028522,0.496132,0.001626,0.43682,0.646053,1
0.907305,0.829787,0.089948,0.487801,0.006115,0.648369,0.372807,0
0.429052,0.87234,0.067551,0.354508,0.003467,0.422915,0.414912,0
0.902526,0.446809,0.074306,0.493157,0.004952,0.387882,0.567982,1
0.026415,0.659574,0.095773,0.492859,0.003467,0.422915,0.414912,1
0.000575,0.595745,0.094272,0.475454,0.003467,0.422915,0.414912,1
0.880581,0.340426,0.072415,0.487652,0.004944,0.584412,0.323246,0
0.438653,0.106383,0.045485,0.140583,0.003467,0.422915,0.414912,0
0.902969,0.021277,0.086556,0.450461,0.0058,0.457535,0.58114,1
0.86713,0.297872,0.032575,0.406129,0.00227,0.27421,0.392982,1
0.995575,0.702128,0.068332,0.292026,0.004169,0.303211,0.792105,1
0.438786,0.680851,0.058364,0.477239,0.003467,0.422915,0.414912,0
0.004823,0.468085,0.076828,0.519191,0.003467,0.422915,0.414912,0
0.889474,0.085106,0.037859,0.371616,0.002507,0.452356,0.572807,1
0.868059,0.319149,0.029002,0.246206,0.000837,0.158726,0.858333,1
0.429848,0.595745,0.094152,0.492264,0.003467,0.422915,0.414912,1
0.447679,0.425532,0.07959,0.701131,0.005511,0.682289,0.334211,1
0.469404,0.659574,0.042692,0.309878,0.002792,0.207664,0.688158,1
0.004248,0.659574,0.093191,0.472181,0.003467,0.422915,0.414912,1
0.868059,0.553191,0.029242,0.309878,0.001489,0.215432,0.836404,1
0.469271,0.425532,0.057013,0.556084,0.00371,0.49767,0.487281,1
0.468785,0.787234,0.029362,0.352127,0.001932,0.200155,0.589035,1
0.898898,0.851064,0.087036,0.549241,0.005542,0.469964,0.681579,1
0.885005,0.744681,0.087096,0.489884,0.005812,0.38348,0.448684,1
0.017566,0.851064,0.088507,0.573936,0.003467,0.422915,0.414912,1
0.47436,0.404255,0.027891,0.282803,0.001851,0.146297,0.867105,1
0.451529,0.659574,0.038699,0.427849,0.001784,0.352408,0.726316,0
0.442326,0.489362,0.056563,0.344689,0.003467,0.422915,0.414912,1
0.911597,0.510638,0.064939,0.517108,0.004329,0.583635,0.445175,1
0.013008,0.382979,0.041732,0.655162,0.003467,0.422915,0.414912,0
0.893545,0.191489,0.058064,0.285183,0.002588,0.352149,0.794298,0
0.885359,0.361702,0.028972,0.338441,0.001695,0.196012,0.787719,0
0.424627,0.446809,0.074817,0.333234,0.003467,0.422915,0.414912,1
0.428919,0.425532,0.087486,0.445701,0.003467,0.422915,0.414912,1
0.009203,0.787234,0.103339,0.876079,0.003467,0.422915,0.414912,1
0.455998,0.212766,0.031854,0.276406,0.002108,0.276541,0.839912,0
0.000354,0.468085,0.089798,0.518298,0.003467,0.422915,0.414912,0
0.424583,0.340426,0.072895,0.39155,0.003467,0.422915,0.414912,1
0.424716,0.659574,0.133812,0.566944,0.003467,0.422915,0.414912,1
0.026813,0.914894,0.09247,0.420411,0.003467,0.422915,0.414912,1
0.456351,0.617021,0.033325,0.479024,0.002212,0.542465,0.575877,0
0.018318,0.851064,0.0789,0.427403,0.003467,0.422915,0.414912,1
0.000619,0.319149,0.095773,0.541952,0.003467,0.422915,0.414912,0
0.008982,0.553191,0.090219,0.590152,0.003467,0.422915,0.414912,0
0.452015,0.085106,0.041582,0.4518,0.002871,0.415588,0.562281,0
0.443166,0.787234,0.06545,0.623921,0.00441,0.557742,0.492982,1
0.872572,0.829787,0.028942,0.350045,0.001429,0.319006,0.857018,0
0.473475,0.234043,0.0399,0.375186,0.002713,0.350854,0.472368,1
0.009159,0.170213,0.055632,0.152336,0.003467,0.422915,0.414912,0
0.977744,0.021277,0.064999,0.516513,0.004304,0.422838,0.591667,0
0.447635,0.893617,0.041702,0.639542,0.002777,0.508545,0.529825,0
0.890138,0.957447,0.035937,0.657394,0.002424,0.495598,0.524561,0
0.876598,0.531915,0.033295,0.587028,0.002219,0.610047,0.449123,1
0.433742,0.276596,0.072775,0.441089,0.003467,0.422915,0.414912,1
0.442812,0.893617,0.053891,0.491669,0.003749,0.435267,0.315789,0
0.867041,0.595745,0.033776,0.382922,0.00161,0.189539,0.792982,1
0.026946,0.617021,0.075718,0.317614,0.003467,0.422915,0.414912,0
0.447502,0.978723,0.041972,0.493157,0.002769,0.421025,0.466667,1
0.008584,0.978723,0.064519,0.556828,0.003467,0.422915,0.414912,0
0.442901,0.319149,0.045635,0.340077,0.003041,0.243915,0.611404,0
0.486837,0.446809,0.07959,0.499851,0.005501,0.493009,0.296491,1
0.451927,0.914894,0.040831,0.639244,0.002769,0.45391,0.620175,0
0.908101,0.787234,0.064069,0.402559,0.004169,0.340497,0.675877,1
0.455821,1.0,0.043503,0.484677,0.002987,0.421025,0.585526,0
0.446706,0.978723,0.043833,0.569176,0.002865,0.488607,0.526754,0
0.86797,0.382979,0.046235,0.472776,0.002811,0.31305,0.808333,1
0.912172,0.765957,0.044224,0.454478,0.002981,0.423356,0.404386,0
0.446839,0.042553,0.037048,0.472181,0.002275,0.418954,0.765789,0
0.013185,0.914894,0.041281,0.476644,0.003467,0.422915,0.414912,0
0.424804,0.361702,0.058394,0.429188,0.003467,0.422915,0.414912,0
0.460865,0.489362,0.067701,0.544778,0.004663,0.467633,0.266228,1
0.009778,0.87234,0.041732,0.546415,0.003467,0.422915,0.414912,0
0.424893,0.276596,0.074817,0.315829,0.003467,0.422915,0.414912,1
0.912482,0.510638,0.079951,0.519786,0.005426,0.561367,0.358333,1
0.872351,0.446809,0.031734,0.575573,0.001992,0.541688,0.788158,1
0.867749,0.12766,0.021526,0.137162,0.000833,0.182289,0.799561,0
0.867307,0.468085,0.059535,0.494347,0.004017,0.568876,0.473246,0
0.429937,0.531915,0.125465,0.664237,0.003467,0.422915,0.414912,1
0.017787,0.191489,0.046685,0.143261,0.003467,0.422915,0.414912,0
0.460953,0.340426,0.063408,0.566796,0.004352,0.505438,0.367544,0
0.889385,0.212766,0.017653,0.125558,0.001099,0.227084,0.838158,0
0.000487,0.723404,0.07932,0.467272,0.003467,0.422915,0.414912,0
0.884828,0.042553,0.044884,0.412675,0.002902,0.420249,0.641228,1
0.876731,0.617021,0.03966,0.491669,0.002538,0.498705,0.627193,1
0.473165,0.87234,0.041762,0.444362,0.002821,0.359399,0.482895,1
0.438653,0.404255,0.09238,0.53377,0.003467,0.422915,0.414912,1
0.90704,0.170213,0.036958,0.162005,0.00247,0.257897,0.568421,0
0.885315,0.212766,0.014321,0.132847,0.000929,0.20637,0.762281,0
0.022388,0.978723,0.069143,0.307349,0.003467,0.422915,0.414912,1
0.425291,0.595745,0.075237,0.285183,0.003467,0.422915,0.414912,1
0.446971,0.87234,0.066981,0.597888,0.004578,0.352667,0.585526,1
0.429715,0.531915,0.09259,0.630913,0.003467,0.422915,0.414912,1
0.893722,0.510638,0.063168,0.583011,0.004256,0.58985,0.421053,1
0.455909,0.702128,0.067401,0.669295,0.00468,0.691093,0.198246,1
0.026769,0.276596,0.107572,0.443618,0.003467,0.422915,0.414912,1
0.429583,0.638298,0.076198,0.335019,0.003467,0.422915,0.414912,1
0.425512,0.297872,0.081422,0.437816,0.003467,0.422915,0.414912,0
0.45613,0.808511,0.027351,0.526778,0.001782,0.40782,0.737719,0
0.452325,0.808511,0.042452,0.786373,0.002846,0.636976,0.56886,1
0.898633,0.595745,0.107812,0.604433,0.007127,0.596323,0.391667,1
0.451794,0.510638,0.033626,0.619458,0.002239,0.596064,0.489474,0
0.455644,0.574468,0.037559,0.559506,0.002601,0.583635,0.448684,0
0.425733,0.553191,0.088027,0.530051,0.003467,0.422915,0.414912,1
0.00907,0.87234,0.044554,0.660666,0.003467,0.422915,0.414912,0
0.867218,0.361702,0.042722,0.495388,0.002889,0.403936,0.457456,1
0.880536,0.978723,0.040741,0.468908,0.002655,0.425427,0.630702,1
0.898102,0.021277,0.041942,0.45537,0.002732,0.413775,0.686404,1
0.9035,1.0,0.03981,0.308093,0.002582,0.293112,0.676316,1
0.91173,0.765957,0.043953,0.433204,0.002925,0.512429,0.432018,0
0.009115,0.702128,0.103579,0.609194,0.003467,0.422915,0.414912,1
0.026901,0.87234,0.097304,0.369384,0.003467,0.422915,0.414912,0
0.885492,0.468085,0.028942,0.508331,0.00198,0.595546,0.324123,0
0.429804,0.425532,0.093191,0.628979,0.003467,0.422915,0.414912,1
0.911862,0.978723,0.095382,0.450015,0.00634,0.416882,0.574123,1
0.474138,0.638298,0.029332,0.511009,0.002013,0.374417,0.610526,0
0.867705,0.87234,0.030413,0.344392,0.001047,0.290523,0.82807,0
0.898633,0.276596,0.172121,0.51443,0.011539,0.467374,0.486842,1
0.018539,0.297872,0.046746,0.409551,0.003467,0.422915,0.414912,0
0.907261,0.234043,0.051699,0.241,0.003332,0.280425,0.793421,0
0.455644,0.680851,0.036087,0.556382,0.002424,0.512688,0.576754,0
0.903013,0.468085,0.090189,0.531092,0.006068,0.623511,0.350439,0
0.429317,0.106383,0.067551,0.155311,0.003467,0.422915,0.414912,0
0.013716,0.723404,0.045755,0.386641,0.003467,0.422915,0.414912,0
0.911818,0.765957,0.043713,0.342309,0.002846,0.260487,0.733772,1
0.429317,0.468085,0.109313,0.695626,0.003467,0.422915,0.414912,1
0.86713,0.212766,0.030623,0.206784,0.002075,0.132315,0.59386,1
0.899164,0.574468,0.055993,0.333383,0.003585,0.326256,0.714474,0
0.018627,0.0,0.053981,0.431419,0.003467,0.422915,0.414912,1
0.875802,0.06383,0.021286,0.116186,0.001124,0.284827,0.797807,0
0.017566,0.340426,0.07932,0.581226,0.003467,0.422915,0.414912,0
0.424848,0.06383,0.055242,0.147426,0.003467,0.422915,0.414912,0
0.013805,0.446809,0.134682,0.728355,0.003467,0.422915,0.414912,1
0.443387,0.765957,0.098415,0.641922,0.006506,0.6261,0.475439,1
0.022787,0.808511,0.090399,0.501339,0.003467,0.422915,0.414912,1
0.429627,0.297872,0.084995,0.515472,0.003467,0.422915,0.414912,1
0.902571,0.148936,0.044073,0.107111,0.002927,0.250129,0.548246,0
0.876864,0.765957,0.028822,0.494793,0.001915,0.394096,0.50307,0
0.867926,0.723404,0.030443,0.622731,0.001967,0.470482,0.751754,1
0.871731,0.085106,0.022637,0.122583,0.000841,0.243397,0.842544,0
0.889297,0.680851,0.028131,0.35064,0.001859,0.390212,0.65614,0
0.026813,0.765957,0.107272,0.457453,0.003467,0.422915,0.414912,1
0.447193,0.468085,0.046325,0.504017,0.003164,0.406007,0.586404,1
0.031769,0.297872,0.082263,0.194882,0.003467,0.422915,0.414912,1
0.022256,0.191489,0.040351,0.119012,0.003467,0.422915,0.414912,0
0.013362,1.0,0.11784,0.601755,0.003467,0.422915,0.414912,1
0.018229,1.0,0.046866,0.425617,0.003467,0.422915,0.414912,1
0.469094,0.170213,0.022337,0.058316,0.001471,0.104609,0.681579,0
0.031016,0.787234,0.074817,0.260488,0.003467,0.422915,0.414912,1
0.898766,0.382979,0.082503,0.626897,0.005498,0.678923,0.449123,1
0.460378,0.765957,0.034766,0.564713,0.00242,0.501295,0.322807,0
0.009513,0.702128,0.097394,0.599821,0.003467,0.422915,0.414912,1
0.455909,0.255319,0.035577,0.442725,0.002383,0.323666,0.619298,1
0.460643,0.276596,0.03975,0.462809,0.002676,0.44174,0.41886,1
0.004469,0.787234,0.096463,0.5964,0.003467,0.422915,0.414912,1
0.443078,0.191489,0.033926,0.186105,0.00221,0.209218,0.720175,0
0.893854,0.723404,0.115258,0.798274,0.007725,0.783532,0.507895,1
0.447414,0.255319,0.036838,0.454775,0.002351,0.392543,0.6,0
0.473696,0.574468,0.055542,0.47709,0.00365,0.388141,0.836404,1
0.885536,0.829787,0.035757,0.618268,0.002443,0.623511,0.401316,0
0.022477,0.638298,0.106071,0.481999,0.003467,0.422915,0.414912,1
0.907438,0.680851,0.085055,0.452098,0.005773,0.483169,0.408333,1
0.9158,0.893617,0.058875,0.340226,0.004049,0.276541,0.351754,0
0.008938,0.425532,0.073616,0.685808,0.003467,0.422915,0.414912,0
0.876466,0.510638,0.031884,0.59402,0.002017,0.530813,0.716228,1
0.907482,0.042553,0.077219,0.373252,0.005282,0.426204,0.400439,1
0.008849,0.765957,0.041912,0.641476,0.003467,0.422915,0.414912,0
0.469139,0.425532,0.054521,0.531836,0.003569,0.537286,0.496053,1
0.004336,0.319149,0.043533,0.534365,0.003467,0.422915,0.414912,0
0.42945,0.468085,0.088237,0.591788,0.003467,0.422915,0.414912,1
0.451838,0.0,0.035397,0.592681,0.002374,0.490937,0.615351,0
0.000973,0.191489,0.082383,0.19042,0.003467,0.422915,0.414912,1
0.425601,0.021277,0.056923,0.164832,0.003467,0.422915,0.414912,0
0.031193,0.765957,0.102018,0.390955,0.003467,0.422915,0.414912,1
0.885138,0.765957,0.14414,0.677626,0.009975,0.690057,0.278509,1
0.005265,0.468085,0.10475,0.572002,0.003467,0.422915,0.414912,1
0.428963,0.744681,0.058034,0.322226,0.003467,0.422915,0.414912,0
0.43852,0.021277,0.056323,0.383368,0.003467,0.422915,0.414912,0
0.022919,0.531915,0.09217,0.499256,0.003467,0.422915,0.414912,1
0.429406,0.808511,0.067041,0.454924,0.003467,0.422915,0.414912,0
0.014114,0.638298,0.061217,0.445998,0.003467,0.422915,0.414912,1
0.868192,0.829787,0.028642,0.516215,0.000841,0.388659,0.755263,0
0.01376,0.170213,0.040651,0.11812,0.003467,0.422915,0.414912,0
0.9035,0.361702,0.057914,0.329961,0.003658,0.153288,0.897368,1
0.000265,0.851064,0.155878,0.497025,0.003467,0.422915,0.414912,1
0.433432,0.446809,0.09151,0.595656,0.003467,0.422915,0.414912,1
0.425822,0.851064,0.085385,0.397054,0.003467,0.422915,0.414912,1
0.456307,0.425532,0.038399,0.646236,0.00258,0.617815,0.546491,1
0.031459,0.595745,0.06611,0.473966,0.003467,0.422915,0.414912,0
0.451529,0.978723,0.045665,0.536745,0.003016,0.474366,0.628509,1
0.442989,0.106383,0.043383,0.183279,0.002879,0.250129,0.655263,0
0.447237,0.06383,0.035817,0.299762,0.002351,0.424392,0.697368,0
0.881156,0.446809,0.035427,0.546415,0.002408,0.551528,0.510088,1
0.01323,0.680851,0.075718,0.493306,0.003467,0.422915,0.414912,1
0.447237,0.574468,0.044224,0.521571,0.002983,0.32755,0.759649,1
0.017521,0.595745,0.067461,0.49524,0.003467,0.422915,0.414912,0
0.907438,0.468085,0.089438,0.512794,0.00607,0.53884,0.352193,1
0.030884,0.0,0.059595,0.356442,0.003467,0.422915,0.414912,0
0.464493,0.404255,0.027651,0.347367,0.001784,0.197048,0.649561,0
0.907792,0.234043,0.025519,0.138054,0.001653,0.171414,0.752632,0
0.903102,0.851064,0.043803,0.450461,0.003018,0.465044,0.333772,0
0.026636,0.638298,0.071815,0.300803,0.003467,0.422915,0.414912,1
0.473607,0.319149,0.029542,0.488396,0.00205,0.540135,0.30307,1
0.031238,0.297872,0.095112,0.429337,0.003467,0.422915,0.414912,0
0.474404,0.297872,0.028041,0.280274,0.001907,0.206629,0.641667,1
0.867572,0.468085,0.392819,0.693246,0.00247,0.543242,0.568421,1
0.88151,0.978723,0.027561,0.459536,0.001789,0.460901,0.526316,0
0.90757,0.914894,0.041552,0.382029,0.002811,0.470741,0.355263,0
0.424937,0.574468,0.074517,0.286224,0.003467,0.422915,0.414912,0
0.88558,0.170213,0.051909,0.206337,0.00339,0.33972,0.647368,0
0.871554,0.361702,0.049237,0.668402,0.00323,0.606422,0.414035,1
0.000752,0.021277,0.044134,0.457007,0.003467,0.422915,0.414912,0
0.461086,0.212766,0.021346,0.074829,0.001435,0.091144,0.615789,0
0.907969,0.595745,0.042002,0.446296,0.003484,0.549974,0.324123,0
0.03199,0.06383,0.040231,0.062184,0.003467,0.422915,0.414912,0
0.013451,0.085106,0.057464,0.259595,0.003467,0.422915,0.414912,0
0.885094,0.319149,0.051459,0.613954,0.003612,0.555153,0.274561,1
0.898721,0.680851,0.088597,0.582267,0.005766,0.549974,0.564912,1
0.44268,1.0,0.081692,0.507141,0.005613,0.447178,0.445614,1
0.885625,0.744681,0.159932,0.598631,0.010706,0.541688,0.55614,1
0.876952,0.468085,0.036988,0.555341,0.002543,0.520715,0.326754,1
0.438255,0.042553,0.059205,0.364921,0.003467,0.422915,0.414912,0
